name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
Hyundai,2012.0,135000.0,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,219.6,5,2750.0,444650.7788201098
Hyundai,2016.0,25000.0,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,4000.0,512341.43370209425
Toyota,2012.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,205.0,5,2800.0,685772.6006581779
Mahindra,2016.0,30000.0,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,698441.8895628734
Maruti,2014.0,50000.0,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,382477.0107871558
Hyundai,2019.0,20000.0,Petrol,Individual,Manual,Second Owner,20.3,1086,68.0,99.0,5,4500.0,450122.54187938466
Hyundai,2011.0,157000.0,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5,2750.0,585669.1344892476
Ford,2011.0,93468.0,Diesel,Individual,Automatic,Second Owner,11.4,2953,153.86,380.0,7,2500.0,1026452.5749072206
Mahindra,2011.0,140000.0,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,277.5,5,2200.0,569880.8781128912
Mahindra,2013.0,200000.0,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,402.0,7,3000.0,1238491.1908507433
Volvo,2018.0,50000.0,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,480.0,5,3000.0,3669797.3488574494
Tata,2012.0,178000.0,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,190.0,5,3000.0,134655.32790552266
Hyundai,2010.0,120000.0,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,220379.37992294575
Chevrolet,2015.0,155000.0,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,360.0,5,2000.0,1131968.7802566017
Hyundai,2007.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,24.0,5,2750.0,246216.7068095624
Maruti,2009.0,80000.0,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,113.0,5,4500.0,258611.2209917428
Hyundai,2019.0,3500.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,4000.0,637270.2646396793
Jaguar,2014.0,51000.0,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,600.0,5,2000.0,2913191.8131900644
Hyundai,2015.0,91500.0,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5,2750.0,361400.7829499948
Maruti,2018.0,22000.0,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,409980.4892750749
Maruti,2015.0,22500.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,433853.4902369202
Hyundai,2020.0,5000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,4000.0,673837.3745009811
Maruti,2013.0,100000.0,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190.0,5,2000.0,428565.89778771077
Hyundai,2005.0,190000.0,Petrol,Individual,Automatic,Second Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,133740.84069519746
Ford,2015.0,63000.0,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,3250.0,598121.7380376986
Renault,2016.0,27500.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,239118.35591253336
Volvo,2018.0,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,2750.0,3215280.0523220133
Mahindra,2017.0,50000.0,Diesel,Individual,Manual,Second Owner,15.4,1997,120.0,280.0,7,2800.0,835103.4284475686
Hyundai,2016.0,40000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,504503.4775158842
Mahindra,2015.0,80000.0,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,280.0,7,2800.0,755832.9612165266
Volkswagen,2010.0,80000.0,Petrol,Individual,Manual,Second Owner,14.0,1595,102.0,15.0,5,3800.0,194707.0329787999
Maruti,2012.0,73000.0,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,1750.0,552155.820676846
Maruti,2014.0,15000.0,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,205548.98511310387
Nissan,2011.0,25000.0,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,134.0,5,4000.0,339884.7664643993
Maruti,2011.0,60000.0,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,264930.94168066327
Ford,2016.0,85000.0,Diesel,Individual,Automatic,Second Owner,12.62,2198,158.0,385.0,7,2500.0,1198101.5721520176
Chevrolet,2016.0,110000.0,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,172.5,7,1750.0,377503.4832649622
Mahindra,2014.0,160000.0,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,218.0,7,2600.0,576501.8653942479
Maruti,2010.0,20000.0,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,125633.74187998683
Chevrolet,2012.0,110000.0,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,1750.0,159263.3608316118
Maruti,2016.0,90000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,687595.0306192869
Hyundai,2014.0,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,2750.0,738070.9477485848
Maruti,2014.0,40000.0,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,192466.05127380812
Hyundai,2010.0,50000.0,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,11.4,5,4000.0,141729.20122681255
Ford,2011.0,298000.0,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,330.0,7,1800.0,718686.0785852233
Lexus,2019.0,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,5200.0,2998727.7134400243
Maruti,2017.0,16200.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,763567.9372045471
Maruti,2015.0,57000.0,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,200.0,5,1750.0,734562.7073942083
Maruti,2017.0,75000.0,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,732796.8768145238
Maruti,2015.0,30000.0,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,505880.3491530183
Toyota,2011.0,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,3400.0,624894.7245082452
Toyota,2016.0,40000.0,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245.0,7,4000.0,1523014.8916265448
Hyundai,2018.0,2388.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,598890.6616017466
Hyundai,2017.0,25000.0,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,936329.2744721945
Volkswagen,2011.0,100000.0,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5,2500.0,403174.88887117314
Maruti,2017.0,35000.0,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,502016.1951005913
Tata,2004.0,40000.0,Diesel,Individual,Manual,Second Owner,16.8,1405,62.0,12.5,5,2500.0,-237767.97590778838
Renault,2018.0,10000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,322980.58138335927
Maruti,2011.0,89000.0,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,113.0,5,4500.0,172874.52040930628
Chevrolet,2017.0,40000.0,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,172.5,7,1750.0,451487.78390664945
Tata,2017.0,40000.0,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140.0,5,3000.0,401980.93862230016
Ford,2018.0,35000.0,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470.0,7,2500.0,1691387.3126391494
Hyundai,2016.0,70000.0,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,489366.3965635005
Toyota,2010.0,151000.0,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343.0,7,3400.0,1189917.7647188976
Mercedes-Benz,2017.0,37000.0,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,620.0,5,2400.0,3066416.593539008
Maruti,2011.0,47000.0,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,4000.0,380142.1260063314
BMW,2019.0,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,2500.0,3031852.600441779
Maruti,2018.0,30000.0,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90.0,5,3500.0,645560.052331798
Maruti,2012.0,35000.0,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,315365.9614116184
Honda,2015.0,80000.0,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,1750.0,598820.1902648474
Renault,2017.0,5000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,288245.08225955884
Hyundai,2006.0,100000.0,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,114983.13750175317
Volkswagen,2016.0,120000.0,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,110.0,5,4300.0,251474.76920444076
Maruti,2017.0,30000.0,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,580584.5209363373
Maruti,2010.0,70000.0,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,8343.948578365846
Hyundai,2015.0,39414.0,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,113.75,5,4000.0,534217.0923755605
Maruti,2014.0,50000.0,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73,200.0,5,1750.0,576355.8106448734
Maruti,2019.0,15000.0,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,587730.3082984274
Maruti,2013.0,90000.0,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200.0,7,1750.0,522202.7333421339
Toyota,2016.0,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,4500.0,1432262.8814679543
Maruti,2016.0,50000.0,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0,190.0,5,2000.0,653574.9005816969
Honda,2015.0,120000.0,Diesel,Individual,Manual,First Owner,24.2,1498,98.6,200.0,7,1750.0,640148.3883124714
Maruti,2013.0,27000.0,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,3500.0,357190.6880637222
Maruti,2005.0,55425.0,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,2500.0,-170789.1304516222
Honda,2007.0,120000.0,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,12.7,5,2700.0,53978.28159561101
Renault,2019.0,15000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,357716.0805071597
Chevrolet,2010.0,50000.0,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3,5,4200.0,26092.286132378737
Hyundai,2016.0,30000.0,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,4000.0,451890.3124907231
Tata,2017.0,70000.0,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,2500.0,1102576.5476380505
Hyundai,1999.0,140000.0,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,-150470.0526697531
Skoda,2017.0,31000.0,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,250.0,5,2500.0,920947.7324675533
Maruti,2018.0,70000.0,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,1750.0,772878.8571698325
Maruti,2014.0,60000.0,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,181999.70420237188
Hyundai,2019.0,15000.0,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7,5,2750.0,768666.1850502294
Tata,2009.0,150000.0,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,320.0,7,2700.0,612210.4650519008
Maruti,2011.0,35000.0,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90.0,5,3500.0,219891.1992361783
Honda,2011.0,110000.0,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,146.0,5,4800.0,406995.24406078877
Skoda,2018.0,40000.0,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,340.0,7,3000.0,1201486.989812872
Maruti,2009.0,70000.0,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,3707.010094085941
Tata,2017.0,35000.0,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190.0,5,3000.0,537290.9592576297
Maruti,2009.0,90000.0,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,114.0,5,4000.0,247507.3286448354
Maruti,2017.0,50000.0,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,1750.0,750018.0265605362
Mahindra,2016.0,25000.0,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,1024515.3344288568
Hyundai,2013.0,82246.0,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,419335.3134662146
Toyota,2005.0,200000.0,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,3400.0,358916.8208725427
Mahindra,2015.0,90000.0,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7,2800.0,809008.5658964587
Toyota,2017.0,50000.0,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,450.0,7,2400.0,1787511.1361689882
Hyundai,2018.0,120000.0,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14,5,3500.0,459007.2189927716
Maruti,2014.0,90000.0,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,512686.6475276246
Honda,2006.0,60000.0,Petrol,Individual,Manual,Third Owner,11.9,2354,144.0,20.0,5,4700.0,379640.64309061994
Hyundai,2018.0,40000.0,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,4000.0,578999.9605082804
Hyundai,2001.0,80000.0,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,-61310.944885107456
Maruti,2012.0,108000.0,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,427418.34892725246
Mahindra,2011.0,80000.0,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,1500.0,364477.9782251514
Maruti,2012.0,70000.0,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,2000.0,448082.26838469296
Honda,2006.0,140000.0,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,12.7,5,2700.0,6159.848632514942
Hyundai,2013.0,60000.0,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6,5,2750.0,462753.6582035711
Tata,2013.0,60000.0,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,140.0,5,3000.0,183753.8410197592
Maruti,2014.0,50000.0,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,3500.0,245641.65595374047
Maruti,2008.0,90000.0,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,78766.38518287963
Maruti,2007.0,70000.0,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,-70997.16168923327
Honda,2012.0,26000.0,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5,4500.0,336310.4797187777
Maruti,2006.0,150000.0,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,-150214.6358666385
Maruti,1999.0,100000.0,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,-359819.7386213923
Maruti,2010.0,143000.0,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5,4000.0,298588.26779985544
Hyundai,2008.0,100000.0,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,-2378.286665152991
Hyundai,2017.0,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5,4000.0,478213.611656175
Hyundai,2009.0,40000.0,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5,2750.0,265962.66489026113
Hyundai,2012.0,25000.0,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8,5,4000.0,344861.32343862695
Honda,2016.0,110000.0,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,1750.0,678881.5337650024
